Accident_Index,Longitude,Latitude,SV,Number_of_Vehicles,Number_of_Casualties,Day_of_Week,Time,1st_Road_Class,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Vehicle1_Type,Vehicle2_Type,Vehicle3_Type,Vehicle1_Manoeuvre,Vehicle2_Manoeuvre,Vehicle3_Manoeuvre,Vehicle1_Location-Restricted_Lane,Vehicle2_Location-Restricted_Lane,Vehicle3_Location-Restricted_Lane,Junction1_Location,Junction2_Location,Junction3_Location,Skidding1_and_Overturning,Skidding2_and_Overturning,Skidding3_and_Overturning,Hit_Object_in_Carriageway1,Hit_Object_in_Carriageway2,Hit_Object_in_Carriageway3,Vehicle1_Leaving_Carriageway,Vehicle2_Leaving_Carriageway,Vehicle3_Leaving_Carriageway,Hit_Object_off_Carriageway1,Hit_Object_off_Carriageway2,Hit_Object_off_Carriageway3,1st_Point_of_Impact1,1st_Point_of_Impact2,1st_Point_of_Impact3,Was_Vehicle 1_Left_Hand_Drive?,Was_Vehicle2_Left_Hand_Drive?,Was_Vehicle 3_Left_Hand_Drive?,Journey_Purpose_of_Driver1,Journey_Purpose_of_Driver2,Journey_Purpose_of_Driver3,Sex_of_Driver1,Sex_of_Driver2,Sex_of_Driver3,Age_Band_of_Driver1,Age_Band_of_Driver2,Age_Band_of_Driver3,Age_of_Vehicle1,Age_of_Vehicle2,Age_of_Vehicle3
20161333D1710,-1.527563,53.734126,1,1,1,1,21.40,1,3,70,0,0,0,0,0,4,1,1,0,0,2,19,0,0,18,0,0,10,0,0,9,0,0,2,0,0,13,0,0,1,0,0,11,0,0,1,0,0,1,0,0,6,0,0,1,0,0,5,0,0,12,0,0
20164100T3025,-0.237511,51.692339,1,2,3,7,20.35,1,3,70,0,0,0,0,0,4,5,2,0,0,2,9,9,0,18,18,0,10,10,0,9,9,0,1,6,0,13,13,0,1,4,0,7,6,0,1,2,0,1,1,0,6,6,0,1,2,0,7,9,0,2,2,0
2016471606822 ,0.290366,50.774911,1,2,1,6,16.29,6,6,30,6,4,6,0,0,1,1,1,0,0,1,9,2,0,18,18,0,10,10,0,8,8,0,6,6,0,13,13,0,9,9,0,12,12,0,1,1,0,1,1,0,6,6,0,1,1,0,9,4,0,15,6,0
201601HT20150,-0.05384,51.527544,1,2,1,7,18.25,6,6,30,3,4,4,0,1,4,1,1,0,0,1,3,9,0,3,1,0,10,10,0,1,1,0,6,6,0,13,13,0,9,9,0,12,12,0,1,2,0,1,1,0,6,6,0,1,1,0,7,5,0,2,4,0
2016430336210 ,-0.766494,51.518194,1,1,1,6,19.45,3,6,40,0,0,0,0,0,1,1,2,0,7,2,9,0,0,18,0,0,10,0,0,9,0,0,5,0,0,13,0,0,1,0,0,2,0,0,1,0,0,1,0,0,6,0,0,2,0,0,8,0,0,3,0,0
201601JC30011,-0.032147,51.582578,1,1,1,7,21.0,6,6,30,0,0,0,0,4,4,1,4,0,0,1,3,0,0,18,0,0,10,0,0,9,0,0,1,0,0,13,0,0,9,0,0,12,0,0,5,0,0,1,0,0,1,0,0,1,0,0,6,0,0,3,0,0
201663DP02616,-3.233031,52.596382,1,1,3,1,17.30,6,6,60,0,0,0,0,0,6,2,2,0,0,2,9,0,0,18,0,0,10,0,0,9,0,0,5,0,0,13,0,0,8,0,0,10,0,0,1,0,0,1,0,0,6,0,0,1,0,0,5,0,0,13,0,0
201601GD10456,-0.062983,51.56007,1,2,3,1,22.43,6,6,30,6,4,6,0,0,4,1,1,0,0,1,9,9,0,18,18,0,10,10,0,8,8,0,6,6,0,13,13,0,9,9,0,12,12,0,1,3,0,1,1,0,6,6,0,2,1,0,6,5,0,10,12,0
2016230073398 ,-1.46484,52.522172,1,1,1,3,10.52,6,6,30,3,4,6,0,4,1,1,1,0,0,1,9,0,0,5,0,0,10,0,0,6,0,0,6,0,0,13,0,0,9,0,0,12,0,0,1,0,0,1,0,0,5,0,0,1,0,0,11,0,0,1,0,0
201650JN2I002,-3.642604,50.473331,1,1,1,2,11.24,3,6,60,0,0,0,0,0,1,1,2,7,0,2,9,0,0,17,0,0,10,0,0,9,0,0,2,0,0,13,0,0,7,0,0,9,0,0,1,0,0,1,0,0,6,0,0,1,0,0,7,0,0,12,0,0
2016450136258 ,-0.004409,51.258569,1,1,1,2,15.50,5,6,30,3,4,6,0,0,1,4,1,0,0,1,11,0,0,18,0,0,10,0,0,1,0,0,6,0,0,13,0,0,9,0,0,12,0,0,5,0,0,1,0,0,1,0,0,1,0,0,7,0,0,7,0,0
201697GF00511,-4.269039,55.909014,1,2,1,3,14.10,6,6,30,3,4,3,0,0,1,1,2,0,0,2,19,5,0,5,3,0,10,10,0,1,1,0,6,6,0,13,13,0,9,9,0,12,12,0,1,2,0,1,1,0,1,6,0,1,1,0,8,8,0,1,14,0
2016010018783 ,-0.193965,51.571422,1,1,1,3,17.57,3,6,30,8,2,6,0,5,1,1,1,0,0,1,11,0,0,9,0,0,10,0,0,8,0,0,6,0,0,13,0,0,9,0,0,12,0,0,3,0,0,1,0,0,1,0,0,1,0,0,7,0,0,5,0,0
2016076090511 ,-2.781158,53.275259,1,2,2,3,15.52,1,3,70,0,0,0,0,0,1,2,2,0,0,2,21,9,0,11,18,0,10,10,0,9,9,0,6,6,0,13,13,0,9,9,0,12,7,0,4,3,0,1,1,0,1,6,0,1,2,0,9,11,0,9,8,0
201631D147616,-1.098637,52.973156,1,2,2,5,8.35,6,6,30,0,0,0,0,8,1,1,1,0,0,1,9,9,0,18,18,0,10,10,0,9,9,0,6,6,0,13,13,0,9,9,0,12,12,0,3,3,0,1,1,0,2,6,0,1,2,0,4,7,0,10,12,0
2016471602785 ,-0.353651,51.068892,1,2,1,5,16.51,3,1,40,1,4,3,0,0,1,1,1,0,0,2,9,3,0,18,18,0,10,10,0,8,8,0,6,6,0,13,13,0,9,1,0,12,12,0,3,1,0,1,1,0,6,6,0,1,1,0,8,4,0,9,4,0
2016440194795 ,-1.16499,50.824449,1,2,1,4,7.0,3,6,40,8,4,6,0,4,1,1,1,0,0,1,9,3,0,9,13,0,10,10,0,8,8,0,6,6,0,13,13,0,9,9,0,12,12,0,1,1,0,1,1,0,1,1,0,1,1,0,6,7,0,12,1,0
2016460105350 ,0.540412,51.251516,1,2,1,7,21.30,3,6,30,9,4,6,0,0,4,2,2,0,0,1,9,2,0,9,18,0,10,10,0,8,1,0,6,6,0,13,13,0,9,9,0,12,12,0,1,4,0,1,1,0,6,6,0,2,1,0,9,4,0,11,4,0
2016471602944 ,-0.020967,50.795496,1,1,1,4,13.15,3,6,40,0,0,0,0,0,1,1,1,0,0,1,11,0,0,4,0,0,10,0,0,9,0,0,6,0,0,13,0,0,9,0,0,12,0,0,5,0,0,1,0,0,1,0,0,1,0,0,6,0,0,1,0,0
2016030118682 ,-2.610035,54.612029,1,1,1,3,18.32,6,6,60,0,0,0,0,0,6,1,1,0,0,2,9,0,0,18,0,0,10,0,0,9,0,0,5,0,0,13,0,0,7,0,0,12,0,0,1,0,0,1,0,0,6,0,0,1,0,0,7,0,0,4,0,0
2016100130673 ,-1.613385,55.182113,1,3,2,5,16.0,3,6,60,0,0,0,0,0,6,1,2,0,0,2,9,9,11,13,18,18,10,10,10,9,9,9,6,6,6,13,13,13,9,9,9,12,12,12,1,1,5,1,1,1,2,5,1,1,2,1,7,11,8,17,15,9
2016360054335 ,1.455503,52.638665,1,1,1,1,10.35,6,6,60,0,0,0,0,0,1,1,1,0,0,2,9,0,0,18,0,0,10,0,0,9,0,0,6,0,0,13,0,0,1,0,0,4,0,0,1,0,0,1,0,0,6,0,0,1,0,0,9,0,0,16,0,0
2016410120243 ,-0.323672,51.744047,1,5,3,3,17.30,3,6,30,3,4,6,0,0,1,1,1,4,0,1,11,9,9,18,3,3,10,10,10,1,1,1,6,6,6,13,13,13,9,9,9,12,12,12,3,1,3,1,1,1,1,6,6,1,2,2,8,9,4,7,8,3
201697GA02305,-4.31226,55.852854,1,2,1,2,8.15,3,1,30,1,4,4,0,0,1,1,1,0,0,1,9,5,0,5,18,0,10,10,0,4,3,0,6,6,0,13,13,0,9,9,0,12,12,0,5,1,0,1,1,0,1,1,0,2,1,0,7,9,0,8,15,0
2016140097153 ,-1.447816,53.600567,1,2,1,1,9.48,4,6,20,8,4,6,0,0,1,1,1,0,0,2,9,5,0,9,18,0,10,10,0,5,8,0,6,6,0,13,13,0,9,9,0,12,12,0,3,1,0,1,1,0,6,6,0,1,1,0,9,6,0,4,1,0
2016370084376 ,1.170874,52.037713,1,1,1,6,17.28,6,6,30,0,0,0,0,0,1,1,1,0,0,1,9,0,0,18,0,0,10,0,0,9,0,0,6,0,0,13,0,0,9,0,0,12,0,0,1,0,0,1,0,0,6,0,0,2,0,0,5,0,0,4,0,0
2016460145647 ,1.297755,51.140771,1,1,1,6,15.45,6,6,30,0,0,0,0,0,1,1,1,0,0,1,11,0,0,4,0,0,10,0,0,9,0,0,6,0,0,13,0,0,9,0,0,12,0,0,1,0,0,1,0,0,1,0,0,1,0,0,8,0,0,3,0,0
2016120167418 ,-1.661313,54.406263,1,4,5,4,11.0,3,3,50,5,4,3,0,0,1,1,1,4,0,2,9,19,19,18,18,18,10,10,10,8,8,8,6,6,6,13,13,13,9,9,9,12,12,12,1,2,2,1,1,1,6,1,1,1,1,1,11,6,8,6,15,12
2016140115243 ,-1.365358,53.42966,1,2,1,6,11.40,3,3,40,6,2,6,0,0,1,1,1,0,0,1,9,21,0,9,18,0,10,10,0,8,8,0,6,6,0,13,13,0,9,9,0,12,12,0,4,1,0,1,1,0,6,1,0,2,2,0,10,6,0,10,5,0
201643P182076,-1.046436,51.5905,1,3,1,7,16.47,3,6,60,0,0,0,0,0,1,1,1,0,0,2,5,9,9,13,18,18,10,10,10,9,9,9,6,6,6,13,13,13,9,9,9,12,12,12,1,1,3,1,1,1,6,6,6,1,1,1,8,9,8,14,11,10
2016010008040 ,-0.03923,51.632606,1,1,1,3,20.0,3,6,40,0,0,0,0,8,4,1,1,0,2,1,3,0,0,13,0,0,10,0,0,9,0,0,6,0,0,11,0,0,9,0,0,12,0,0,1,0,0,1,0,0,6,0,0,1,0,0,6,0,0,8,0,0
2016200046991 ,-2.124234,52.54003,1,2,6,4,9.45,6,6,30,3,4,6,0,8,1,2,2,3,0,1,9,9,0,5,17,0,10,10,0,6,8,0,6,6,0,13,13,0,9,9,0,12,12,0,1,1,0,1,1,0,6,1,0,2,1,0,6,8,0,7,1,0
201604WD16087,-3.013194,53.884398,1,2,2,1,19.25,6,6,30,0,0,0,0,0,4,1,1,0,0,1,9,9,0,18,10,0,10,10,0,9,9,0,6,6,0,13,13,0,9,9,0,12,12,0,2,2,0,1,1,0,6,6,0,2,1,0,5,7,0,11,8,0
2016450147586 ,-0.153488,51.203326,1,2,1,1,16.2,5,6,30,6,4,5,0,0,4,2,2,0,0,2,9,9,0,18,18,0,10,10,0,8,1,0,1,6,0,13,13,0,9,9,0,12,12,0,4,1,0,1,1,0,1,5,0,1,1,0,8,9,0,1,10,0
2016549318616 ,-1.754368,51.177488,1,1,1,1,21.42,3,1,30,1,4,5,0,0,4,2,2,0,0,2,9,0,0,16,0,0,10,0,0,3,0,0,1,0,0,13,0,0,1,0,0,2,0,0,1,0,0,1,0,0,6,0,0,2,0,0,5,0,0,10,0,0
201654B253016,-1.737471,51.549661,1,2,3,4,18.24,6,6,30,3,4,6,0,0,4,1,2,0,0,1,9,9,0,18,18,0,10,10,0,8,6,0,6,6,0,13,13,0,7,9,0,12,12,0,4,1,0,1,1,0,6,6,0,1,1,0,10,4,0,8,12,0
201697KB00705,-4.45145,55.903386,1,2,1,2,16.27,3,1,50,1,4,6,0,0,1,1,1,0,0,1,5,9,0,17,3,0,10,10,0,4,1,0,1,6,0,13,13,0,9,9,0,12,12,0,1,3,0,1,1,0,6,6,0,1,1,0,6,5,0,8,4,0
201697BA02110,-4.199908,55.852066,1,1,1,1,18.40,6,3,30,0,0,0,0,0,4,1,2,0,0,1,9,0,0,18,0,0,10,0,0,9,0,0,6,0,0,13,0,0,9,0,0,12,0,0,1,0,0,1,0,0,6,0,0,1,0,0,11,0,0,12,0,0
2016471602196 ,-0.452402,50.933285,1,2,2,6,17.57,6,6,40,0,0,0,0,0,1,2,2,0,0,2,9,9,0,18,18,0,10,10,0,9,9,0,6,6,0,13,13,0,7,9,0,12,12,0,3,1,0,1,1,0,6,6,0,2,2,0,11,9,0,16,3,0
201643W057016,-0.971508,51.468638,1,1,1,5,19.21,3,6,30,0,0,0,0,0,4,1,1,0,0,1,9,0,0,18,0,0,10,0,0,9,0,0,6,0,0,13,0,0,7,0,0,10,0,0,1,0,0,1,0,0,6,0,0,1,0,0,8,0,0,17,0,0
201634NK07936,-0.68561,52.367205,1,1,1,6,20.25,6,6,30,0,0,0,0,0,1,1,1,0,0,2,9,0,0,18,0,0,10,0,0,9,0,0,6,0,0,13,0,0,9,0,0,12,0,0,1,0,0,1,0,0,6,0,0,2,0,0,9,0,0,12,0,0
201601TX20279,-0.251384,51.496574,1,1,1,3,13.27,4,6,30,3,4,6,0,0,1,1,1,0,0,1,9,0,0,18,0,0,10,0,0,8,0,0,6,0,0,13,0,0,9,0,0,12,0,0,1,0,0,1,0,0,2,0,0,1,0,0,6,0,0,11,0,0
2016921601032 ,-1.80179,57.480865,1,2,1,7,18.10,3,6,60,0,0,0,0,0,6,1,4,0,0,2,9,9,0,18,2,0,9,9,0,9,9,0,6,6,0,4,13,0,1,9,0,12,12,0,1,3,0,1,1,0,6,6,0,1,3,0,9,5,0,13,5,0
201697UC02211,-4.47331,55.596583,1,2,4,6,15.20,3,6,60,8,4,6,0,0,1,1,1,0,2,2,9,8,0,9,18,0,10,10,0,1,1,0,6,6,0,13,11,0,9,1,0,12,10,0,1,3,0,1,1,0,6,1,0,2,1,0,7,8,0,10,4,0
2016921600940 ,-3.306318,57.641782,1,1,2,5,19.10,3,1,30,1,4,6,0,8,4,1,1,0,0,1,19,0,0,18,0,0,10,0,0,3,0,0,6,0,0,13,0,0,9,0,0,12,0,0,1,0,0,1,0,0,2,0,0,1,0,0,6,0,0,6,0,0
2016120136483 ,-1.08679,53.960279,1,1,1,7,22.43,6,6,30,0,0,0,0,0,4,1,1,0,0,1,8,0,0,18,0,0,10,0,0,9,0,0,6,0,0,13,0,0,9,0,0,12,0,0,1,0,0,1,0,0,1,0,0,1,0,0,7,0,0,5,0,0
2016471603934 ,0.058796,50.918032,1,2,4,6,18.21,3,6,60,0,0,0,0,0,1,1,1,0,0,2,9,9,0,18,18,0,10,10,0,9,9,0,6,6,0,13,13,0,1,1,0,12,12,0,1,1,0,1,1,0,6,6,0,1,1,0,8,7,0,14,10,0
2016471600732 ,-0.390096,50.80829,1,2,1,4,13.40,6,6,30,3,4,6,0,0,1,2,2,0,0,1,11,19,0,18,5,0,10,10,0,8,1,0,6,6,0,13,13,0,9,9,0,12,12,0,5,5,0,1,1,0,6,1,0,1,1,0,10,6,0,1,2,0
2016301600376 ,-1.410234,52.880009,1,2,2,4,10.33,6,6,60,3,4,6,0,0,1,1,1,0,0,2,9,19,0,18,4,0,10,10,0,1,8,0,1,6,0,13,13,0,7,9,0,12,12,0,1,2,0,1,1,0,2,1,0,2,1,0,5,8,0,4,3,0
2016500102867 ,-3.517093,50.479559,1,1,2,4,10.5,6,6,30,3,4,6,0,0,1,1,1,0,0,1,9,0,0,18,0,0,9,0,0,8,0,0,6,0,0,13,0,0,9,0,0,12,0,0,1,0,0,1,0,0,5,0,0,2,0,0,7,0,0,10,0,0
201634WS07326,-0.961285,52.16521,1,2,2,1,12.15,3,3,70,3,4,5,0,0,1,1,1,0,0,2,9,9,0,9,18,0,10,10,0,8,8,0,6,6,0,13,13,0,9,9,0,12,12,0,1,1,0,1,1,0,6,6,0,2,1,0,11,8,0,14,6,0
2016300019145 ,-1.75499,53.238194,1,2,1,1,13.40,3,6,50,0,0,0,0,0,1,1,1,0,0,2,5,19,0,16,17,0,10,10,0,9,9,0,2,6,0,13,13,0,1,9,0,12,12,0,1,1,0,1,1,0,6,6,0,1,1,0,8,8,0,8,9,0
2016120079916 ,-1.021103,53.995221,1,2,1,1,12.50,3,6,60,0,0,0,0,0,1,1,1,0,0,2,9,5,0,6,18,0,10,10,0,9,9,0,6,6,0,13,13,0,9,9,0,12,12,0,3,1,0,1,1,0,6,6,0,1,1,0,7,5,0,2,1,0
2016200067989 ,-2.029833,52.550951,1,2,2,6,14.43,3,3,40,1,4,6,0,0,1,1,1,0,0,1,9,9,0,18,4,0,10,10,0,3,1,0,6,6,0,7,13,0,6,9,0,12,12,0,1,1,0,1,1,0,5,2,0,2,1,0,9,8,0,7,3,0
2016331600170 ,-1.264262,52.760807,1,2,1,6,21.30,3,6,60,0,0,0,0,0,4,2,2,0,0,2,9,9,0,6,18,0,10,10,0,9,9,0,6,6,0,13,13,0,9,9,0,12,12,0,3,1,0,1,1,0,6,6,0,1,2,0,6,7,0,5,15,0
201643S056076,-0.783497,52.043307,1,2,1,4,17.10,5,6,60,3,4,6,0,0,1,1,1,0,0,1,9,5,0,9,18,0,10,10,0,6,1,0,6,6,0,13,13,0,9,9,0,12,12,0,3,1,0,1,1,0,6,6,0,1,1,0,5,6,0,14,12,0
2016440390764 ,-1.147764,51.048172,1,1,1,1,8.52,3,6,40,0,0,0,0,0,1,2,2,0,0,2,19,0,0,18,0,0,10,0,0,9,0,0,2,0,0,13,0,0,2,0,0,3,0,0,3,0,0,1,0,0,1,0,0,1,0,0,5,0,0,4,0,0
2016010003818 ,-0.153856,51.60326,1,1,1,2,18.14,6,1,30,1,4,6,0,0,4,1,1,0,0,1,9,0,0,9,0,0,10,0,0,4,0,0,6,0,0,13,0,0,9,0,0,12,0,0,1,0,0,1,0,0,6,0,0,1,0,0,5,0,0,8,0,0
2016981116416 ,-5.023201,54.901854,1,1,1,7,12.0,5,6,30,3,4,6,0,0,1,1,1,0,0,1,9,0,0,18,0,0,10,0,0,1,0,0,6,0,0,13,0,0,9,0,0,12,0,0,1,0,0,1,0,0,6,0,0,1,0,0,9,0,0,5,0,0
2016100063313 ,-1.446294,54.924673,1,2,1,3,18.33,5,6,30,0,0,0,0,0,1,1,1,0,0,1,8,5,0,9,18,0,10,10,0,9,9,0,6,1,0,13,13,0,9,9,0,12,12,0,4,1,0,1,1,0,5,6,0,1,1,0,8,6,0,6,6,0
2016460072955 ,0.75264,51.414924,1,1,1,5,17.27,4,6,30,3,4,6,0,4,1,1,1,0,0,2,9,0,0,18,0,0,10,0,0,1,0,0,6,0,0,13,0,0,9,0,0,12,0,0,3,0,0,1,0,0,6,0,0,2,0,0,8,0,0,2,0,0
201601ZD30151,-0.116402,51.366875,1,1,1,3,8.58,3,6,20,0,0,0,0,0,1,1,1,0,0,1,11,0,0,4,0,0,10,0,0,9,0,0,6,0,0,13,0,0,9,0,0,12,0,0,5,0,0,1,0,0,1,0,0,1,0,0,10,0,0,4,0,0
2016432090316 ,-0.820485,51.817143,1,1,1,5,22.14,3,6,30,0,0,0,0,4,5,1,1,0,0,1,8,0,0,18,0,0,10,0,0,9,0,0,6,0,0,13,0,0,9,0,0,12,0,0,1,0,0,1,0,0,1,0,0,1,0,0,9,0,0,8,0,0
2016961600442 ,-3.905098,56.106124,1,1,1,4,3.5,3,6,60,0,0,0,0,0,6,1,1,0,0,2,9,0,0,18,0,0,10,0,0,9,0,0,6,0,0,13,0,0,7,0,0,12,0,0,1,0,0,1,0,0,6,0,0,2,0,0,5,0,0,1,0,0
201604EF16113,-2.328023,53.696956,1,2,2,6,16.39,3,3,50,0,0,0,0,0,1,1,1,0,0,1,9,9,0,18,18,0,10,10,0,9,9,0,2,6,0,13,13,0,2,9,0,7,12,0,1,3,0,1,1,0,6,6,0,1,2,0,7,8,0,7,10,0
201601RY10113,0.133139,51.465568,1,1,1,6,0.54,5,6,30,3,4,6,0,0,4,2,2,0,0,1,9,0,0,18,0,0,10,0,0,8,0,0,5,0,0,10,0,0,1,0,0,3,0,0,4,0,0,1,0,0,6,0,0,1,0,0,6,0,0,12,0,0
20164100F0102,-0.265498,51.74367,1,1,2,4,23.31,3,1,50,1,4,3,0,0,4,1,1,0,0,2,9,0,0,18,0,0,10,0,0,4,0,0,2,0,0,9,0,0,2,0,0,1,0,0,1,0,0,1,0,0,6,0,0,2,0,0,5,0,0,11,0,0
2016220070974 ,-2.42637,52.627277,1,4,3,6,20.15,3,6,60,9,4,6,0,0,1,1,2,0,0,2,9,9,9,18,3,18,10,10,10,8,8,8,1,6,1,13,13,13,9,9,9,12,12,12,1,2,1,1,1,1,5,5,5,1,1,1,5,5,8,11,1,3
2016051600099 ,-2.872437,53.428726,1,1,1,7,20.25,6,6,30,3,2,6,0,5,4,2,2,0,0,1,9,0,0,18,0,0,10,0,0,8,0,0,6,0,0,13,0,0,9,0,0,12,0,0,3,0,0,1,0,0,2,0,0,2,0,0,6,0,0,8,0,0
2016350073638 ,0.318702,52.462968,1,1,3,4,11.15,6,6,60,0,0,0,0,0,1,2,2,0,0,2,9,0,0,16,0,0,10,0,0,9,0,0,1,0,0,13,0,0,7,0,0,12,0,0,1,0,0,1,0,0,6,0,0,1,0,0,8,0,0,12,0,0
2016500108495 ,-4.401248,51.000557,1,1,2,7,21.36,6,6,30,0,0,0,0,0,6,2,2,5,0,2,9,0,0,16,0,0,10,0,0,9,0,0,6,0,0,13,0,0,9,0,0,12,0,0,3,0,0,1,0,0,5,0,0,2,0,0,7,0,0,16,0,0
2016350069110 ,-0.303144,52.537579,1,1,1,7,16.21,6,3,70,1,4,3,0,0,1,1,1,5,0,1,5,0,0,4,0,0,10,0,0,1,0,0,1,0,0,10,0,0,4,0,0,12,0,0,1,0,0,1,0,0,5,0,0,1,0,0,8,0,0,7,0,0
201601HT20156,-0.049831,51.516776,1,2,2,6,15.47,5,6,30,6,4,6,0,0,1,1,1,0,0,1,9,9,0,18,18,0,10,10,0,8,8,0,6,6,0,13,13,0,9,9,0,12,12,0,1,4,0,1,1,0,6,6,0,1,1,0,8,4,0,10,5,0
2016420071387 ,0.897127,51.913217,1,2,1,4,12.51,6,6,30,3,2,6,0,0,1,1,2,0,0,1,9,3,0,9,18,0,10,10,0,8,8,0,6,2,0,13,13,0,9,9,0,12,12,0,4,1,0,1,1,0,5,6,0,2,2,0,7,4,0,16,5,0
2016621601994 ,-4.040294,51.672392,1,1,1,4,13.22,4,6,30,3,4,6,0,0,1,1,1,0,0,1,9,0,0,14,0,0,10,0,0,2,0,0,6,0,0,13,0,0,9,0,0,12,0,0,1,0,0,1,0,0,6,0,0,1,0,0,11,0,0,1,0,0
201643P145046,-1.217597,51.732385,1,2,2,6,19.30,4,6,20,3,4,6,0,4,1,1,1,0,0,1,9,5,0,9,18,0,10,10,0,6,8,0,6,6,0,13,13,0,9,9,0,12,12,0,3,1,0,1,1,0,1,6,0,1,1,0,8,5,0,12,2,0
2016160049264 ,-0.360008,53.6963,1,3,1,2,20.23,6,6,30,0,0,0,0,0,4,1,1,0,0,2,3,9,9,18,12,2,10,10,10,9,9,9,6,6,6,4,13,13,9,9,9,12,12,12,1,5,2,1,1,1,6,6,5,1,1,1,5,9,8,6,14,11
2016140054783 ,-1.13135,53.524612,1,1,1,3,12.20,6,2,30,6,4,6,0,0,1,1,1,0,0,1,19,0,0,1,0,0,10,0,0,2,0,0,6,0,0,13,0,0,9,0,0,12,0,0,2,0,0,1,0,0,1,0,0,1,0,0,6,0,0,8,0,0
2016410087562 ,-0.314189,51.766464,1,2,1,5,16.45,6,1,30,1,4,6,0,0,1,1,1,0,0,1,9,3,0,18,9,0,10,10,0,4,8,0,6,1,0,13,13,0,9,9,0,12,12,0,1,4,0,1,1,0,6,6,0,1,1,0,4,6,0,15,8,0
2016350144420 ,-0.226874,52.552753,1,1,1,2,16.15,3,6,30,0,0,0,0,0,4,1,2,0,0,2,9,0,0,18,0,0,10,0,0,9,0,0,6,0,0,13,0,0,9,0,0,12,0,0,1,0,0,1,0,0,5,0,0,2,0,0,7,0,0,10,0,0
2016010019433 ,0.168639,51.56438,1,2,2,6,10.4,3,6,30,3,4,6,0,0,1,1,1,0,0,1,9,19,0,18,18,0,10,10,0,1,2,0,6,6,0,13,13,0,9,9,0,12,12,0,1,3,0,1,1,0,6,1,0,2,1,0,10,7,0,1,1,0
2016133A30995,-1.548098,53.799622,1,1,1,2,15.45,6,2,30,0,0,0,0,1,1,1,1,0,0,1,8,0,0,18,0,0,10,0,0,9,0,0,6,0,0,13,0,0,9,0,0,12,0,0,4,0,0,1,0,0,1,0,0,1,0,0,6,0,0,4,0,0
2016440143218 ,-1.434148,50.943303,1,2,1,6,16.40,6,7,30,3,4,6,0,0,1,8,2,0,0,2,9,9,0,9,7,0,10,10,0,8,8,0,6,6,0,13,13,0,9,9,0,12,12,0,1,1,0,1,1,0,6,6,0,1,2,0,4,7,0,10,8,0
201697GB21602,-4.347541,55.822157,1,1,1,6,16.30,6,3,30,3,2,6,0,4,1,1,1,0,0,1,9,0,0,18,0,0,10,0,0,1,0,0,6,0,0,13,0,0,9,0,0,12,0,0,1,0,0,1,0,0,2,0,0,2,0,0,6,0,0,6,0,0
201601VW40254,-0.21663,51.390296,1,1,1,6,16.25,6,6,30,0,0,0,0,0,1,1,1,0,0,1,9,0,0,18,0,0,10,0,0,9,0,0,5,0,0,10,0,0,1,0,0,2,0,0,4,0,0,1,0,0,6,0,0,1,0,0,7,0,0,11,0,0
201604SA16517,-2.672253,53.770663,1,1,1,7,19.9,3,3,30,3,4,6,0,0,7,1,1,0,0,1,9,0,0,18,0,0,10,0,0,8,0,0,6,0,0,13,0,0,9,0,0,12,0,0,3,0,0,1,0,0,6,0,0,1,0,0,7,0,0,1,0,0
2016400107151 ,-0.545131,52.066761,1,1,1,3,10.45,5,6,30,1,4,6,0,8,1,1,1,0,0,2,5,0,0,4,0,0,10,0,0,1,0,0,1,0,0,13,0,0,9,0,0,12,0,0,4,0,0,1,0,0,5,0,0,1,0,0,8,0,0,8,0,0
20161338O0406,-1.258599,53.707803,1,2,3,4,8.42,3,6,30,0,0,0,0,0,1,1,1,0,0,1,19,9,0,9,18,0,10,10,0,9,9,0,6,6,0,13,13,0,9,9,0,12,12,0,1,1,0,1,1,0,1,1,0,1,1,0,7,5,0,3,4,0
2016471600895 ,-0.195523,51.122935,1,3,1,7,12.59,3,3,70,0,0,0,0,0,1,4,2,0,0,1,9,9,9,18,3,3,10,10,10,9,9,9,1,6,6,13,13,13,9,9,9,12,12,12,1,2,2,1,1,1,6,6,6,2,1,1,10,5,9,12,15,6
2016010027943 ,-0.12061,51.390414,1,1,1,4,7.23,3,6,30,3,4,6,0,0,1,1,1,0,0,1,5,0,0,18,0,0,10,0,0,8,0,0,6,0,0,7,0,0,9,0,0,12,0,0,1,0,0,1,0,0,6,0,0,1,0,0,6,0,0,1,0,0
201634WS13696,-0.900299,52.171221,1,2,1,2,8.15,3,6,50,3,4,6,0,0,1,1,2,0,0,2,9,3,0,10,17,0,10,10,0,8,8,0,6,6,0,13,13,0,9,9,0,12,12,0,1,4,0,1,1,0,3,1,0,2,1,0,7,5,0,16,4,0
2016230097716 ,-1.889617,52.258558,1,3,1,6,14.50,3,6,30,3,4,6,0,0,1,1,1,0,0,2,21,9,9,18,3,3,10,10,10,1,1,1,1,6,6,13,13,13,9,9,9,12,12,12,1,2,2,2,1,1,1,5,5,1,1,2,4,10,7,5,3,9
