Accident_Index,Longitude,Latitude,SV,Number_of_Vehicles,Number_of_Casualties,Day_of_Week,Time,1st_Road_Class,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Vehicle1_Type,Vehicle2_Type,Vehicle3_Type,Vehicle1_Manoeuvre,Vehicle2_Manoeuvre,Vehicle3_Manoeuvre,Vehicle1_Location-Restricted_Lane,Vehicle2_Location-Restricted_Lane,Vehicle3_Location-Restricted_Lane,Junction1_Location,Junction2_Location,Junction3_Location,Skidding1_and_Overturning,Skidding2_and_Overturning,Skidding3_and_Overturning,Hit_Object_in_Carriageway1,Hit_Object_in_Carriageway2,Hit_Object_in_Carriageway3,Vehicle1_Leaving_Carriageway,Vehicle2_Leaving_Carriageway,Vehicle3_Leaving_Carriageway,Hit_Object_off_Carriageway1,Hit_Object_off_Carriageway2,Hit_Object_off_Carriageway3,1st_Point_of_Impact1,1st_Point_of_Impact2,1st_Point_of_Impact3,Was_Vehicle 1_Left_Hand_Drive?,Was_Vehicle2_Left_Hand_Drive?,Was_Vehicle 3_Left_Hand_Drive?,Journey_Purpose_of_Driver1,Journey_Purpose_of_Driver2,Journey_Purpose_of_Driver3,Sex_of_Driver1,Sex_of_Driver2,Sex_of_Driver3,Age_Band_of_Driver1,Age_Band_of_Driver2,Age_Band_of_Driver3,Age_of_Vehicle1,Age_of_Vehicle2,Age_of_Vehicle3
2016010002094 ,-0.162473,51.615176,1,2,1,5,17.48,6,1,30,2,4,6,0,8,4,1,2,0,0,1,2,9,0,18,18,0,10,10,0,8,8,0,6,6,0,13,13,0,9,1,0,12,12,0,4,3,0,1,1,0,6,6,0,1,1,0,4,5,0,8,7,0
2016010002780 ,-0.12792,51.42965,1,1,1,3,9.11,6,6,30,0,0,0,0,0,1,1,1,0,0,1,19,0,0,1,0,0,9,0,0,9,0,0,6,0,0,13,0,0,9,0,0,12,0,0,2,0,0,1,0,0,1,0,0,1,0,0,6,0,0,2,0,0
2016010003728 ,0.125334,51.415348,1,1,1,2,6.28,3,6,40,0,0,0,0,0,4,1,1,0,0,1,9,0,0,18,0,0,10,0,0,9,0,0,6,0,0,13,0,0,9,0,0,12,0,0,1,0,0,1,0,0,2,0,0,1,0,0,4,0,0,15,0,0
2016010004313 ,-0.032058,51.564591,1,3,1,4,21.5,3,6,30,0,0,0,0,0,4,1,2,0,0,1,4,9,9,18,18,18,10,10,10,9,9,9,6,6,6,13,13,13,9,9,9,12,12,12,1,2,1,1,1,1,6,6,6,1,1,1,5,5,8,3,9,3
2016010008447 ,-0.047385,51.425638,1,1,1,5,20.25,3,2,30,3,4,6,0,0,4,1,1,0,0,1,9,0,0,18,0,0,10,0,0,1,0,0,6,0,0,13,0,0,9,0,0,12,0,0,1,0,0,1,0,0,2,0,0,1,0,0,7,0,0,12,0,0
2016010008674 ,-0.396685,51.539386,1,1,1,7,7.20,4,6,40,0,0,0,0,8,4,1,2,0,0,1,21,0,0,18,0,0,10,0,0,9,0,0,1,0,0,13,0,0,9,0,0,12,0,0,1,0,0,1,0,0,1,0,0,1,0,0,7,0,0,1,0,0
2016010020318 ,-0.00235,51.610312,1,2,2,1,18.14,4,6,30,3,2,6,0,5,4,8,2,0,0,1,5,9,0,15,3,0,10,10,0,1,1,0,6,6,0,13,13,0,9,9,0,12,12,0,1,2,0,1,1,0,2,6,0,1,2,0,9,8,0,11,2,0
2016010022497 ,-0.19252,51.41124,1,2,1,3,21.12,3,6,30,3,2,6,0,5,1,1,1,0,0,1,5,9,0,18,9,0,10,10,0,8,5,0,6,6,0,13,13,0,9,9,0,12,12,0,1,1,0,1,1,0,6,6,0,1,1,0,8,7,0,4,10,0
2016010028263 ,0.201029,51.586709,1,2,1,6,22.46,3,6,30,0,0,0,0,0,4,1,1,0,0,1,9,4,0,9,18,0,10,10,0,9,9,0,6,6,0,13,13,0,9,9,0,12,12,0,4,1,0,1,1,0,6,6,0,1,1,0,9,5,0,2,6,0
2016010028274 ,0.259491,51.577863,1,1,1,4,7.14,3,3,70,0,0,0,0,0,4,1,1,0,0,2,9,0,0,18,0,0,10,0,0,9,0,0,6,0,0,13,0,0,9,0,0,12,0,0,1,0,0,1,0,0,6,0,0,1,0,0,7,0,0,13,0,0
2016010028411 ,0.013901,51.61525,1,1,1,5,3.19,3,6,40,1,4,6,0,0,4,1,1,0,0,2,5,0,0,18,0,0,10,0,0,2,0,0,6,0,0,10,0,0,7,0,0,9,0,0,3,0,0,1,0,0,6,0,0,1,0,0,7,0,0,10,0,0
2016010028421 ,-0.209097,51.472735,1,1,1,6,21.43,3,6,30,3,4,6,0,8,4,1,1,0,0,1,4,0,0,18,0,0,10,0,0,2,0,0,6,0,0,7,0,0,1,0,0,10,0,0,3,0,0,1,0,0,6,0,0,1,0,0,7,0,0,7,0,0
2016010028454 ,0.154568,51.529207,1,2,1,3,22.25,3,6,30,6,2,4,0,5,4,1,1,0,0,1,4,9,0,18,9,0,10,10,0,8,8,0,6,6,0,13,13,0,9,9,0,12,12,0,1,4,0,1,1,0,6,6,0,1,1,0,4,4,0,9,5,0
201601TD00001,0.012331,51.494773,1,1,1,2,7.7,6,9,30,6,2,6,0,5,7,1,2,0,0,1,11,0,0,18,0,0,2,0,0,1,0,0,6,0,0,13,0,0,9,0,0,12,0,0,1,0,0,1,0,0,1,0,0,2,0,0,7,0,0,2,0,0
201601TD00002,-0.082587,51.491867,1,1,2,6,17.23,3,3,30,0,0,0,0,0,4,2,2,0,0,1,3,0,0,18,0,0,2,0,0,9,0,0,6,0,0,13,0,0,9,0,0,12,0,0,1,0,0,1,0,0,6,0,0,1,0,0,8,0,0,9,0,0
201601TD00004,-0.033172,51.525401,1,2,2,1,12.39,3,3,30,3,4,6,0,4,1,1,1,0,0,1,5,9,0,18,18,0,10,10,0,1,1,0,6,6,0,13,13,0,9,9,0,12,12,0,1,2,0,1,1,0,6,6,0,1,2,0,8,5,0,2,12,0
201601TD00006,0.056274,51.53322,1,1,1,3,17.30,3,6,30,3,4,6,0,0,1,1,1,0,0,1,9,0,0,18,0,0,2,0,0,1,0,0,6,0,0,13,0,0,9,0,0,12,0,0,1,0,0,1,0,0,6,0,0,1,0,0,5,0,0,2,0,0
201601TD00007,-0.010511,51.499569,1,2,3,6,5.20,5,6,30,3,4,6,0,4,7,1,2,0,0,1,9,19,0,16,17,0,10,10,0,2,1,0,6,6,0,10,10,0,8,7,0,7,12,0,3,3,0,1,1,0,6,6,0,1,1,0,5,9,0,15,6,0
201601TD00010,0.107289,51.532584,1,2,5,4,2.23,3,6,40,0,0,0,0,0,7,1,1,0,0,1,9,8,0,18,18,0,10,10,0,9,9,0,1,6,0,7,7,0,9,9,0,12,12,0,4,1,0,1,1,0,6,1,0,1,1,0,6,8,0,8,5,0
201601TD00011,-0.155197,51.605799,1,3,2,4,10.38,3,3,50,0,0,0,0,0,1,1,1,0,0,1,9,9,9,2,2,18,10,10,10,9,9,9,6,6,1,13,7,4,9,1,9,12,7,12,2,2,1,1,1,1,6,6,6,1,1,2,5,11,8,9,11,3
201601TD00012,-0.444101,51.480945,1,1,2,4,21.45,3,3,40,3,4,6,0,4,4,1,1,0,0,1,5,0,0,18,0,0,10,0,0,1,0,0,1,0,0,13,0,0,9,0,0,12,0,0,1,0,0,1,0,0,6,0,0,1,0,0,7,0,0,7,0,0
201601TD00014,-0.098418,51.329354,1,1,1,1,1.27,6,6,30,0,0,0,0,0,7,4,1,0,0,1,9,0,0,18,0,0,10,0,0,9,0,0,6,0,0,13,0,0,9,0,0,12,0,0,1,0,0,1,0,0,6,0,0,1,0,0,5,0,0,10,0,0
201601TD00017,0.014973,51.518738,1,1,1,5,22.4,3,6,30,0,0,0,0,0,4,1,1,0,0,1,11,0,0,5,0,0,10,0,0,9,0,0,6,0,0,13,0,0,9,0,0,12,0,0,5,0,0,1,0,0,1,0,0,1,0,0,6,0,0,13,0,0
201601TD00019,0.03478,51.591149,1,3,4,7,1.11,3,6,30,3,4,6,0,8,4,1,1,0,0,1,9,9,9,18,18,18,10,10,10,2,1,1,6,6,6,13,10,7,9,7,9,12,10,12,1,1,1,1,1,1,6,6,6,1,2,1,6,4,5,8,9,8
201601TD00021,-0.348917,51.596185,1,1,3,2,20.40,5,3,30,1,4,6,0,4,4,1,4,0,0,1,9,0,0,18,0,0,10,0,0,1,0,0,1,0,0,9,0,0,3,0,0,1,0,0,1,0,0,1,0,0,6,0,0,1,0,0,6,0,0,13,0,0
201601TD00022,-0.452421,51.49895,1,1,1,6,22.40,3,3,50,0,0,0,0,0,7,2,2,0,7,1,9,0,0,18,0,0,10,0,0,9,0,0,6,0,0,13,0,0,9,0,0,12,0,0,1,0,0,1,0,0,6,0,0,1,0,0,6,0,0,12,0,0
201601TD00023,-0.431375,51.495073,1,2,1,7,5.52,5,6,30,3,4,6,0,8,4,1,2,0,0,1,3,9,0,17,16,0,10,10,0,1,1,0,6,6,0,13,13,0,9,9,0,12,12,0,1,1,0,1,1,0,6,1,0,1,1,0,8,6,0,3,6,0
201601TD00024,-0.371745,51.434101,1,1,1,2,3.40,3,6,30,0,0,0,0,4,4,2,2,0,0,1,9,0,0,18,0,0,10,0,0,9,0,0,6,0,0,13,0,0,9,0,0,12,0,0,1,0,0,1,0,0,6,0,0,2,0,0,9,0,0,12,0,0
201601TD00025,-0.060031,51.653095,1,2,1,3,17.20,3,3,40,3,2,3,0,5,1,1,1,0,0,1,5,9,0,18,11,0,10,10,0,1,1,0,6,6,0,10,13,0,2,9,0,7,12,0,3,4,0,1,1,0,6,6,0,1,2,0,7,10,0,12,8,0
201601TD00027,-0.153578,51.474751,1,1,1,3,13.43,3,6,30,3,4,6,0,4,1,1,2,0,0,1,5,0,0,15,0,0,4,0,0,2,0,0,1,0,0,7,0,0,9,0,0,12,0,0,1,0,0,1,0,0,2,0,0,1,0,0,8,0,0,5,0,0
201601TD00028,-0.070099,51.572597,1,2,1,6,19.30,3,6,30,3,4,6,0,4,1,9,1,0,0,1,11,9,0,18,18,0,10,10,0,1,1,0,6,6,0,13,13,0,9,9,0,12,12,0,1,1,0,1,1,0,1,6,0,1,2,0,6,7,0,5,2,0
201601TD00031,-0.18448,51.501582,1,1,1,2,18.16,3,9,30,9,4,3,0,5,1,1,1,0,0,1,8,0,0,6,0,0,7,0,0,2,0,0,6,0,0,13,0,0,9,0,0,12,0,0,1,0,0,1,0,0,1,0,0,1,0,0,8,0,0,4,0,0
201601TD00032,-0.162851,51.4088,1,1,1,6,7.11,3,6,30,3,4,6,0,4,1,7,1,0,0,1,11,0,0,18,0,0,2,0,0,1,0,0,6,0,0,13,0,0,9,0,0,12,0,0,1,0,0,1,0,0,1,0,0,1,0,0,5,0,0,13,0,0
201601TD00033,0.016916,51.455035,1,1,2,6,12.32,3,6,30,3,4,6,0,8,1,1,1,0,0,1,4,0,0,14,0,0,10,0,0,1,0,0,6,0,0,10,0,0,7,0,0,4,0,0,1,0,0,1,0,0,6,0,0,2,0,0,5,0,0,1,0,0
201601TD00036,-0.04805,51.521333,1,1,1,5,23.37,3,6,30,0,0,0,0,0,4,2,2,4,0,1,11,0,0,18,0,0,10,0,0,9,0,0,6,0,0,13,0,0,9,0,0,12,0,0,1,0,0,1,0,0,1,0,0,2,0,0,9,0,0,2,0,0
201601TD00037,-0.052267,51.64874,1,2,1,2,2.7,3,6,30,0,0,0,0,8,7,9,1,0,0,1,19,9,0,18,13,0,10,10,0,9,9,0,5,6,0,13,13,0,9,9,0,12,12,0,3,4,0,1,1,0,6,6,0,1,1,0,8,6,0,9,3,0
201601TD00042,0.052444,51.576273,1,1,1,5,5.55,3,3,40,3,4,5,0,4,1,1,1,0,0,1,9,0,0,18,0,0,10,0,0,2,0,0,6,0,0,13,0,0,9,0,0,12,0,0,1,0,0,1,0,0,2,0,0,1,0,0,7,0,0,13,0,0
201601TD00043,-0.191278,51.358883,1,1,1,4,8.43,4,6,30,0,0,0,0,4,1,1,1,0,0,1,21,0,0,5,0,0,10,0,0,9,0,0,6,0,0,13,0,0,9,0,0,12,0,0,1,0,0,1,0,0,1,0,0,1,0,0,6,0,0,5,0,0
201601TD00045,-0.149014,51.516316,1,1,1,4,14.20,3,6,30,6,2,6,0,5,1,1,1,0,0,1,21,0,0,5,0,0,10,0,0,1,0,0,6,0,0,13,0,0,9,0,0,12,0,0,1,0,0,1,0,0,1,0,0,1,0,0,8,0,0,2,0,0
201601TD00046,0.141458,51.553998,1,2,2,6,16.45,3,6,30,3,4,6,0,1,1,1,1,0,0,1,3,10,0,14,10,0,10,10,0,1,1,0,6,6,0,13,13,0,9,9,0,12,12,0,1,1,0,1,1,0,1,6,0,1,2,0,4,8,0,17,5,0
201601TD00047,0.039399,51.587921,1,1,2,5,4.25,3,3,50,0,0,0,0,0,4,1,2,0,0,1,9,0,0,18,0,0,10,0,0,9,0,0,5,0,0,10,0,0,2,0,0,7,0,0,1,0,0,1,0,0,6,0,0,1,0,0,5,0,0,14,0,0
201601TD00049,-0.036074,51.531655,1,2,1,7,13.49,4,6,30,3,4,6,0,1,1,1,1,0,0,1,11,5,0,4,14,0,10,10,0,1,1,0,6,6,0,13,13,0,9,9,0,12,12,0,1,1,0,1,1,0,1,6,0,1,1,0,8,8,0,2,17,0
201601TD00050,-0.062946,51.469242,1,2,1,7,17.30,6,6,30,3,4,6,0,0,1,1,1,0,0,1,5,19,0,13,9,0,10,10,0,1,1,0,1,6,0,13,13,0,9,9,0,12,12,0,1,3,0,1,1,0,6,6,0,1,1,0,8,7,0,6,2,0
201601TD00052,-0.139009,51.493046,1,2,1,6,10.19,3,6,30,0,0,0,0,0,1,1,1,0,0,1,4,21,0,15,5,0,10,10,0,9,9,0,6,6,0,13,13,0,9,9,0,12,12,0,3,4,0,1,1,0,6,1,0,1,1,0,8,9,0,5,6,0
201601TD00053,-0.123704,51.553503,1,1,2,7,2.37,3,2,30,3,2,3,0,5,7,9,1,0,0,1,3,0,0,18,0,0,10,0,0,2,0,0,6,0,0,13,0,0,9,0,0,12,0,0,4,0,0,1,0,0,6,0,0,1,0,0,5,0,0,16,0,0
201601TD00054,-0.276451,51.488942,1,1,1,1,21.38,3,3,40,0,0,0,0,0,4,1,1,0,0,1,4,0,0,18,0,0,10,0,0,9,0,0,6,0,0,10,0,0,1,0,0,2,0,0,4,0,0,1,0,0,6,0,0,1,0,0,6,0,0,18,0,0
201601TD00060,-0.149674,51.514258,1,1,1,3,16.48,3,6,30,0,0,0,0,5,1,1,1,0,0,1,11,0,0,18,0,0,10,0,0,9,0,0,6,0,0,13,0,0,9,0,0,12,0,0,3,0,0,1,0,0,1,0,0,1,0,0,6,0,0,1,0,0
201601TD00061,0.026786,51.576988,1,1,1,3,8.54,5,6,30,3,4,6,0,1,1,2,2,0,0,1,9,0,0,18,0,0,10,0,0,2,0,0,6,0,0,13,0,0,9,0,0,12,0,0,4,0,0,1,0,0,6,0,0,2,0,0,5,0,0,2,0,0
201601TD00062,0.00013,51.512248,1,1,1,3,16.13,3,6,20,0,0,0,0,0,1,1,1,0,0,1,21,0,0,18,0,0,10,0,0,9,0,0,6,0,0,13,0,0,9,0,0,12,0,0,4,0,0,1,0,0,6,0,0,1,0,0,7,0,0,9,0,0
201601TD00064,-0.288913,51.594606,1,1,1,5,17.51,6,6,30,3,4,6,0,0,1,1,1,0,0,1,9,0,0,18,0,0,10,0,0,1,0,0,6,0,0,13,0,0,9,0,0,12,0,0,3,0,0,1,0,0,6,0,0,2,0,0,9,0,0,13,0,0
201601TD00065,-0.207264,51.537813,1,2,2,6,0.6,5,6,30,0,0,0,0,0,4,1,1,0,0,1,9,9,0,3,18,0,10,10,0,9,9,0,6,6,0,13,13,0,9,9,0,12,12,0,2,1,0,1,1,0,6,6,0,2,1,0,10,6,0,12,7,0
201601TD00066,-0.018081,51.481172,1,1,2,7,17.23,3,6,30,0,0,0,0,4,1,1,1,0,0,1,9,0,0,18,0,0,10,0,0,9,0,0,6,0,0,13,0,0,9,0,0,12,0,0,1,0,0,1,0,0,6,0,0,1,0,0,6,0,0,5,0,0
201601TD00070,-0.096943,51.382298,1,1,1,1,15.40,3,6,30,6,4,6,0,4,1,1,1,0,0,1,5,0,0,18,0,0,10,0,0,1,0,0,6,0,0,13,0,0,9,0,0,12,0,0,2,0,0,1,0,0,6,0,0,1,0,0,8,0,0,10,0,0
201601TD00071,-0.062952,51.360248,1,2,3,5,12.32,3,6,30,0,0,0,0,0,1,1,1,0,0,1,9,21,0,18,18,0,10,10,0,9,9,0,6,6,0,13,13,0,9,9,0,12,12,0,1,1,0,1,1,0,6,1,0,2,1,0,5,8,0,13,7,0
201601TD00072,0.120386,51.532078,1,3,2,5,14.7,3,3,50,0,0,0,0,0,1,1,1,0,0,1,5,9,20,18,18,11,10,10,10,9,9,9,1,6,6,13,13,13,9,9,9,12,12,12,4,3,4,1,1,1,6,6,1,1,2,1,9,9,8,17,10,4
201601TD00077,-0.063426,51.61754,1,1,1,4,4.0,3,6,30,3,4,5,0,4,4,2,2,0,0,1,9,0,0,18,0,0,10,0,0,1,0,0,6,0,0,13,0,0,9,0,0,12,0,0,3,0,0,1,0,0,6,0,0,1,0,0,8,0,0,7,0,0
201601TD00081,-0.141612,51.51404,1,1,1,4,20.10,3,6,30,3,4,5,0,4,4,1,1,0,0,1,21,0,0,5,0,0,10,0,0,1,0,0,6,0,0,13,0,0,9,0,0,12,0,0,3,0,0,1,0,0,1,0,0,1,0,0,8,0,0,1,0,0
201601TD00082,-0.191201,51.470122,1,1,2,3,3.10,3,6,30,3,4,6,0,0,4,1,1,0,0,1,9,0,0,18,0,0,10,0,0,1,0,0,6,0,0,7,0,0,7,0,0,2,0,0,1,0,0,1,0,0,6,0,0,1,0,0,5,0,0,16,0,0
201601TD00083,-0.243875,51.463279,1,2,1,4,7.15,3,6,30,3,4,6,0,0,1,1,1,0,0,1,5,9,0,14,9,0,10,10,0,1,1,0,6,6,0,13,13,0,9,9,0,12,12,0,1,3,0,1,1,0,6,6,0,1,1,0,7,8,0,15,5,0
201601TD00084,0.073749,51.387764,1,1,1,5,16.5,5,6,30,0,0,0,0,0,1,1,1,0,0,1,9,0,0,18,0,0,10,0,0,9,0,0,6,0,0,10,0,0,7,0,0,10,0,0,1,0,0,1,0,0,6,0,0,1,0,0,11,0,0,11,0,0
2016030047358 ,-2.990318,54.86778,1,2,5,3,15.23,3,6,60,0,0,0,0,0,1,1,1,0,0,2,9,19,0,18,18,0,10,10,0,9,9,0,6,6,0,13,13,0,9,9,0,12,12,0,1,1,0,1,1,0,6,1,0,1,1,0,10,8,0,5,10,0
2016030048436 ,-3.048169,54.993022,1,1,1,2,6.40,1,3,70,0,0,0,0,0,6,1,2,0,2,2,21,0,0,18,0,0,10,0,0,9,0,0,6,0,0,11,0,0,9,0,0,12,0,0,1,0,0,1,0,0,1,0,0,1,0,0,7,0,0,3,0,0
2016030053896 ,-3.12538,54.815009,1,2,2,2,14.19,3,6,60,0,0,0,0,0,1,1,1,0,0,2,9,21,0,18,18,0,10,10,0,9,9,0,6,2,0,13,13,0,1,7,0,7,7,0,1,1,0,1,1,0,5,1,0,2,1,0,8,8,0,7,3,0
2016030053935 ,-3.128776,54.587112,1,1,1,7,11.45,4,6,60,0,0,0,0,0,1,2,2,0,0,2,9,0,0,18,0,0,10,0,0,9,0,0,5,0,0,13,0,0,9,0,0,12,0,0,1,0,0,1,0,0,2,0,0,1,0,0,9,0,0,5,0,0
2016030063576 ,-3.189439,54.604668,1,2,2,6,16.40,3,6,60,0,0,0,0,0,1,1,2,0,0,2,9,9,0,13,16,0,10,10,0,9,9,0,6,6,0,13,13,0,9,1,0,12,12,0,1,1,0,1,1,0,2,6,0,1,1,0,5,11,0,12,8,0
2016030064252 ,-2.789682,55.036529,1,1,1,2,21.45,5,6,60,0,0,0,0,0,6,9,2,0,0,2,9,0,0,18,0,0,10,0,0,9,0,0,1,0,0,13,0,0,7,0,0,4,0,0,1,0,0,1,0,0,6,0,0,1,0,0,8,0,0,15,0,0
2016030065028 ,-3.541151,54.590005,1,1,1,5,13.3,4,6,40,0,0,0,0,0,1,1,1,0,0,2,9,0,0,18,0,0,10,0,0,9,0,0,6,0,0,13,0,0,1,0,0,12,0,0,1,0,0,1,0,0,6,0,0,2,0,0,11,0,0,12,0,0
2016030066038 ,-3.582992,54.521101,1,1,1,4,7.30,6,6,30,3,4,6,0,0,1,1,1,0,0,2,9,0,0,18,0,0,10,0,0,2,0,0,6,0,0,13,0,0,1,0,0,12,0,0,1,0,0,1,0,0,6,0,0,1,0,0,10,0,0,2,0,0
2016030095552 ,-2.842178,54.380344,1,2,3,7,12.15,3,6,60,0,0,0,0,0,1,1,1,0,0,2,9,9,0,18,18,0,10,10,0,9,9,0,6,6,0,13,10,0,9,1,0,12,12,0,1,1,0,1,1,0,5,5,0,2,1,0,11,9,0,9,8,0
2016030101022 ,-2.671169,54.50208,1,1,1,2,9.40,3,6,60,0,0,0,0,0,1,1,1,0,0,2,5,0,0,17,0,0,10,0,0,9,0,0,6,0,0,10,0,0,1,0,0,11,0,0,1,0,0,1,0,0,5,0,0,1,0,0,9,0,0,1,0,0
2016030103606 ,-2.813472,54.260762,1,2,2,6,13.58,3,3,70,3,4,3,0,0,1,1,1,0,0,2,9,5,0,18,18,0,10,10,0,6,1,0,6,6,0,13,13,0,9,9,0,12,12,0,3,1,0,1,1,0,5,2,0,2,1,0,11,7,0,7,1,0
2016030104799 ,-2.226681,54.523699,1,2,1,5,5.20,3,3,60,6,4,6,0,0,6,1,1,0,2,2,21,9,0,18,18,0,10,10,0,8,6,0,6,6,0,13,11,0,9,9,0,12,12,0,1,3,0,1,1,0,6,6,0,1,1,0,8,6,0,11,12,0
2016030109489 ,-3.099271,54.419342,1,1,1,4,11.43,6,6,60,0,0,0,0,0,1,1,1,0,0,2,9,0,0,18,0,0,10,0,0,9,0,0,5,0,0,13,0,0,7,0,0,11,0,0,1,0,0,1,0,0,5,0,0,1,0,0,8,0,0,2,0,0
2016030109817 ,-2.74596,54.658136,1,2,2,5,14.11,6,6,30,0,0,0,0,8,1,1,1,0,0,1,9,9,0,18,18,0,10,10,0,9,9,0,6,6,0,13,13,0,9,9,0,12,12,0,1,2,0,1,1,0,6,6,0,1,1,0,11,6,0,5,6,0
2016030117421 ,-2.76251,55.040189,1,1,1,7,5.5,6,6,60,0,0,0,0,0,6,1,2,0,0,2,9,0,0,18,0,0,10,0,0,9,0,0,6,0,0,13,0,0,1,0,0,12,0,0,1,0,0,1,0,0,6,0,0,1,0,0,6,0,0,1,0,0
2016030120183 ,-3.554293,54.65669,1,1,2,7,19.20,3,6,40,0,0,0,0,8,1,1,1,0,0,2,9,0,0,18,0,0,10,0,0,9,0,0,6,0,0,13,0,0,9,0,0,12,0,0,1,0,0,1,0,0,2,0,0,1,0,0,8,0,0,6,0,0
2016030124294 ,-3.596355,54.536493,1,1,1,1,14.8,6,6,30,6,4,6,0,0,1,1,1,0,0,1,9,0,0,18,0,0,10,0,0,1,0,0,6,0,0,13,0,0,9,0,0,12,0,0,1,0,0,1,0,0,5,0,0,1,0,0,10,0,0,7,0,0
2016030129706 ,-3.185579,54.155707,1,1,1,5,8.45,6,6,20,3,4,6,0,1,1,1,1,0,0,2,19,0,0,18,0,0,10,0,0,1,0,0,1,0,0,13,0,0,9,0,0,12,0,0,1,0,0,1,0,0,1,0,0,1,0,0,6,0,0,12,0,0
2016030131653 ,-2.791348,54.961435,1,1,4,5,16.35,3,6,60,0,0,0,0,0,6,1,2,0,0,2,9,0,0,18,0,0,10,0,0,9,0,0,6,0,0,13,0,0,9,0,0,12,0,0,1,0,0,1,0,0,2,0,0,2,0,0,5,0,0,15,0,0
2016030137014 ,-2.774852,54.257008,1,1,1,3,20.45,3,6,60,0,0,0,0,0,6,2,2,0,0,2,9,0,0,18,0,0,10,0,0,9,0,0,6,0,0,13,0,0,9,0,0,12,0,0,1,0,0,1,0,0,5,0,0,1,0,0,6,0,0,7,0,0
2016030138989 ,-2.860176,54.899246,1,1,2,4,17.9,3,6,60,0,0,0,0,0,6,1,1,0,0,2,5,0,0,18,0,0,10,0,0,9,0,0,6,0,0,13,0,0,1,0,0,12,0,0,1,0,0,1,0,0,5,0,0,1,0,0,9,0,0,9,0,0
2016030139246 ,-2.763555,54.276979,1,5,3,3,17.19,3,7,70,0,0,0,0,0,6,2,2,5,0,2,9,9,9,18,4,4,10,10,10,9,9,9,1,1,1,13,13,13,9,9,9,12,12,12,1,1,2,1,1,1,6,6,6,1,2,1,11,4,8,10,2,2
201604ED16014,-2.40509,53.741572,1,1,1,4,9.30,4,6,30,0,0,0,0,0,1,1,1,0,0,1,9,0,0,18,0,0,10,0,0,9,0,0,6,0,0,13,0,0,9,0,0,10,0,0,1,0,0,1,0,0,6,0,0,1,0,0,11,0,0,4,0,0
201604ED16027,-2.487378,53.751153,1,1,1,2,9.57,3,3,30,6,2,3,0,5,1,1,2,0,0,1,9,0,0,18,0,0,10,0,0,2,0,0,6,0,0,13,0,0,9,0,0,12,0,0,1,0,0,1,0,0,2,0,0,1,0,0,5,0,0,5,0,0
201604ED16133,-2.38841,53.774255,1,1,2,7,20.24,6,6,30,2,4,6,0,0,1,1,1,0,0,2,9,0,0,18,0,0,10,0,0,1,0,0,6,0,0,9,0,0,9,0,0,10,0,0,1,0,0,1,0,0,6,0,0,1,0,0,8,0,0,12,0,0
201604EF16005,-2.222208,53.793374,1,1,1,5,21.40,6,6,30,3,4,6,0,0,6,2,2,0,0,1,9,0,0,13,0,0,10,0,0,8,0,0,1,0,0,13,0,0,1,0,0,4,0,0,3,0,0,1,0,0,6,0,0,1,0,0,4,0,0,19,0,0
201604EF16083,-2.32048,53.700842,1,1,1,4,20.9,3,6,30,3,4,6,0,0,4,1,2,0,0,1,19,0,0,7,0,0,9,0,0,6,0,0,6,0,0,13,0,0,9,0,0,12,0,0,1,0,0,1,0,0,1,0,0,1,0,0,6,0,0,2,0,0
201604EF16092,-2.245109,53.789644,1,1,1,7,12.54,6,3,20,3,4,6,0,0,1,1,2,0,0,1,11,0,0,2,0,0,10,0,0,1,0,0,6,0,0,13,0,0,9,0,0,12,0,0,5,0,0,1,0,0,1,0,0,1,0,0,9,0,0,7,0,0
201604EF16108,-2.239756,53.809249,1,2,2,6,14.35,6,3,30,6,4,6,0,0,1,1,1,0,0,1,9,5,0,9,18,0,10,10,0,8,8,0,6,6,0,13,13,0,9,9,0,12,12,0,5,5,0,1,1,0,1,6,0,1,1,0,5,7,0,8,14,0
201604EF16277,-2.16973,53.654231,1,1,2,3,3.48,6,6,20,0,0,0,0,0,6,1,1,0,0,2,9,0,0,18,0,0,10,0,0,9,0,0,6,0,0,13,0,0,8,0,0,10,0,0,1,0,0,1,0,0,6,0,0,1,0,0,7,0,0,15,0,0
201604EG16061,-2.261692,53.917599,1,2,1,6,18.19,3,6,60,0,0,0,0,0,1,1,1,0,0,2,5,9,0,13,18,0,10,10,0,9,9,0,6,6,0,13,13,0,2,9,0,10,12,0,1,5,0,1,1,0,6,6,0,1,1,0,7,9,0,14,3,0
201604EG16124,-2.609581,53.811894,1,2,2,3,16.40,4,6,40,0,0,0,0,0,1,1,1,0,0,2,19,9,0,18,18,0,10,10,0,9,9,0,6,6,0,13,13,0,9,9,0,12,12,0,1,1,0,1,1,0,1,6,0,1,1,0,5,11,0,1,11,0
